Date | Time | Message Type | First Two Words | Elapsed Time | Unique ID
2023-09-29 | 11:38:35.520 | [DBG] | GWS Request | 00:00:00.2420139 | batchy
2023-09-29 | 11:38:35.738 | [DBG] | GWS Request | 00:00:00.2180124 | batchy
2023-09-29 | 11:39:05.744 | [DBG] | GWS Request | 00:00:00.0030002 | batchy
2023-09-29 | 11:39:05.958 | [DBG] | GWS Request | 00:00:00.2140122 | batchy
2023-09-29 | 11:39:06.209 | [DBG] | GWS Request | 00:00:00.2510144 | batchy
2023-09-29 | 11:39:36.225 | [DBG] | GWS Request | 00:00:00.0030001 | batchy
2023-09-29 | 11:39:36.396 | [DBG] | GWS Request | 00:00:00.1710098 | batchy
2023-09-29 | 11:39:36.646 | [DBG] | GWS Request | 00:00:00.2500143 | batchy
2023-09-29 | 11:40:06.661 | [DBG] | GWS Request | 00:00:00.0020002 | batchy
2023-09-29 | 11:40:06.898 | [DBG] | GWS Request | 00:00:00.2370135 | batchy
2023-09-29 | 11:40:07.148 | [DBG] | GWS Request | 00:00:00.2500143 | batchy
2023-09-29 | 11:40:50.718 | [DBG] | GWS Request | 00:00:13.5607756 | batchy
2023-09-29 | 11:40:50.962 | [DBG] | GWS Request | 00:00:00.2440140 | batchy
2023-09-29 | 11:40:51.244 | [DBG] | GWS Request | 00:00:00.2820161 | batchy
2023-09-29 | 11:41:21.261 | [DBG] | GWS Request | 00:00:00.0030001 | batchy
2023-09-29 | 11:41:21.431 | [DBG] | GWS Request | 00:00:00.1700098 | batchy
2023-09-29 | 11:41:21.619 | [DBG] | GWS Request | 00:00:00.1880107 | batchy
2023-09-29 | 11:41:51.635 | [DBG] | GWS Request | 00:00:00.0030001 | batchy
2023-09-29 | 11:41:51.870 | [DBG] | GWS Request | 00:00:00.2350135 | batchy
2023-09-29 | 11:41:52.120 | [DBG] | GWS Request | 00:00:00.2500143 | batchy
2023-09-29 | 11:42:22.133 | [DBG] | GWS Request | 00:00:00.0030002 | batchy
2023-09-29 | 11:42:22.372 | [DBG] | GWS Request | 00:00:00.2390137 | batchy
2023-09-29 | 11:42:22.621 | [DBG] | GWS Request | 00:00:00.2490142 | batchy
2023-09-29 | 11:42:42.484 | [DBG] | Competition synchronization | 00:00:00.9304170 | batchy
2023-09-29 | 11:42:44.935 | [DBG] | Competition synchronization | 00:00:03.3807024 | batchy
2023-09-29 | 11:42:46.310 | [DBG] | Competition synchronization | 00:00:04.7556365 | batchy
2023-09-29 | 11:42:46.810 | [DBG] | Competition synchronization | 00:00:05.2555064 | batchy
2023-09-29 | 11:42:47.747 | [DBG] | Competition synchronization | 00:00:06.1928519 | batchy
2023-09-29 | 11:42:49.219 | [DBG] | Competition synchronization | 00:00:07.6658751 | batchy
2023-09-29 | 11:42:49.225 | [DBG] | Competition synchronization | 00:00:07.6710583 | batchy
2023-09-29 | 11:42:49.230 | [DBG] | Competition synchronization | 00:00:07.6765277 | batchy
2023-09-29 | 11:42:49.237 | [DBG] | Competition synchronization | 00:00:07.6827280 | batchy
2023-09-29 | 11:42:49.239 | [DBG] | Competition synchronization | 00:00:07.6851661 | batchy
2023-09-29 | 11:42:49.242 | [DBG] | Competition synchronization | 00:00:07.6881724 | batchy
2023-09-29 | 11:42:49.245 | [DBG] | Competition synchronization | 00:00:07.6912048 | batchy
2023-09-29 | 11:42:49.248 | [DBG] | Competition synchronization | 00:00:07.6940954 | batchy
2023-09-29 | 11:42:49.251 | [DBG] | Competition synchronization | 00:00:07.6973148 | batchy
2023-09-29 | 11:42:49.255 | [DBG] | Competition synchronization | 00:00:07.7008755 | batchy
2023-09-29 | 11:42:49.258 | [DBG] | Competition synchronization | 00:00:07.7034104 | batchy
2023-09-29 | 11:43:06.263 | [DBG] | GWS Request | 00:00:13.6357799 | batchy
2023-09-29 | 11:43:06.435 | [DBG] | GWS Request | 00:00:00.1720099 | batchy
2023-09-29 | 11:43:06.654 | [DBG] | GWS Request | 00:00:00.2190125 | batchy
2023-09-29 | 11:43:36.670 | [DBG] | GWS Request | 00:00:00.0030002 | batchy
2023-09-29 | 11:43:36.936 | [DBG] | GWS Request | 00:00:00.2660152 | batchy
2023-09-29 | 11:43:37.186 | [DBG] | GWS Request | 00:00:00.2500143 | batchy
2023-09-29 | 11:44:07.200 | [DBG] | GWS Request | 00:00:00.0030002 | batchy
2023-09-29 | 11:44:07.406 | [DBG] | GWS Request | 00:00:00.2060118 | batchy
2023-09-29 | 11:44:07.656 | [DBG] | GWS Request | 00:00:00.2500143 | batchy
2023-09-29 | 11:44:16.168 | [DBG] | Command finished | 00:00:00.0040003 | batchy
2023-09-29 | 11:44:17.159 | [DBG] | Competition synchronization | 00:00:00.9919664 | batchy
2023-09-29 | 11:44:19.469 | [DBG] | Competition synchronization | 00:00:03.3016554 | batchy
2023-09-29 | 11:44:20.876 | [DBG] | Competition synchronization | 00:00:04.7078108 | batchy
2023-09-29 | 11:44:21.407 | [DBG] | Competition synchronization | 00:00:05.2389721 | batchy
2023-09-29 | 11:44:22.376 | [DBG] | Competition synchronization | 00:00:06.2077000 | batchy
2023-09-29 | 11:44:23.546 | [INF] | Duplicate SynchronizeCurrentCompetitionsCommand | 00:00:07.3814222 | batchy
2023-09-29 | 11:44:24.387 | [DBG] | Competition synchronization | 00:00:08.2189094 | batchy
2023-09-29 | 11:44:24.393 | [DBG] | Competition synchronization | 00:00:08.2247907 | batchy
2023-09-29 | 11:44:24.400 | [DBG] | Competition synchronization | 00:00:08.2314540 | batchy
2023-09-29 | 11:44:24.402 | [DBG] | Competition synchronization | 00:00:08.2342304 | batchy
2023-09-29 | 11:44:24.413 | [DBG] | Competition synchronization | 00:00:08.2446930 | batchy
2023-09-29 | 11:44:24.416 | [DBG] | Competition synchronization | 00:00:08.2473837 | batchy
2023-09-29 | 11:44:24.879 | [DBG] | Competition synchronization | 00:00:08.7118475 | batchy
2023-09-29 | 11:44:24.882 | [DBG] | Competition synchronization | 00:00:08.7135874 | batchy
2023-09-29 | 11:44:24.885 | [DBG] | Competition synchronization | 00:00:08.7171607 | batchy
2023-09-29 | 11:44:25.283 | [DBG] | Competition synchronization | 00:00:04.0594627 | batchy
2023-09-29 | 11:44:25.286 | [DBG] | Competition synchronization | 00:00:09.1178018 | batchy
2023-09-29 | 11:44:25.289 | [DBG] | Competition synchronization | 00:00:09.1203818 | batchy
2023-09-29 | 11:44:25.720 | [DBG] | Competition synchronization | 00:00:01.0510974 | batchy
2023-09-29 | 11:44:25.725 | [DBG] | Competition synchronization | 00:00:01.3467536 | batchy
2023-09-29 | 11:44:26.194 | [DBG] | Competition synchronization | 00:00:00.4690078 | batchy
2023-09-29 | 11:44:26.195 | [INF] | Available programs | 00:00:10.0261693 | batchy
2023-09-29 | 11:44:31.188 | [DBG] | Competition synchronization | 00:00:00.4636805 | batchy
2023-09-29 | 11:44:36.594 | [DBG] | Competition synchronization | 00:00:00.4117916 | batchy
2023-09-29 | 11:44:37.435 | [INF] | Duplicate SynchronizeCurrentCompetitionsCommand | 00:00:02.1421225 | batchy
2023-09-29 | 11:44:37.669 | [DBG] | GWS Request | 00:00:00.0030002 | batchy
2023-09-29 | 11:44:37.908 | [DBG] | GWS Request | 00:00:00.2390137 | batchy
2023-09-29 | 11:44:38.189 | [DBG] | GWS Request | 00:00:00.2810160 | batchy
2023-09-29 | 11:44:44.287 | [INF] | Available programs | 00:00:00.4772248 | batchy
2023-09-29 | 11:44:46.098 | [DBG] | Competition synchronization | 00:00:00.7989601 | batchy
2023-09-29 | 11:44:48.408 | [DBG] | Competition synchronization | 00:00:03.1087189 | batchy
2023-09-29 | 11:44:49.377 | [DBG] | Competition synchronization | 00:00:04.0773615 | batchy
2023-09-29 | 11:44:49.845 | [DBG] | Competition synchronization | 00:00:04.5459218 | batchy
2023-09-29 | 11:44:50.720 | [DBG] | Competition synchronization | 00:00:05.4210892 | batchy
2023-09-29 | 11:44:52.541 | [DBG] | Competition synchronization | 00:00:07.2422347 | batchy
2023-09-29 | 11:44:52.546 | [DBG] | Competition synchronization | 00:00:07.2473428 | batchy
2023-09-29 | 11:44:52.552 | [DBG] | Competition synchronization | 00:00:07.2533515 | batchy
2023-09-29 | 11:44:52.555 | [DBG] | Competition synchronization | 00:00:07.2560984 | batchy
2023-09-29 | 11:44:52.558 | [DBG] | Competition synchronization | 00:00:07.2587588 | batchy
2023-09-29 | 11:44:52.563 | [DBG] | Competition synchronization | 00:00:07.2640678 | batchy
2023-09-29 | 11:44:52.566 | [DBG] | Competition synchronization | 00:00:07.2680294 | batchy
2023-09-29 | 11:44:52.569 | [DBG] | Competition synchronization | 00:00:07.2699226 | batchy
2023-09-29 | 11:44:52.573 | [DBG] | Competition synchronization | 00:00:07.2738489 | batchy
2023-09-29 | 11:44:52.576 | [DBG] | Competition synchronization | 00:00:07.2764205 | batchy
2023-09-29 | 11:44:52.578 | [DBG] | Competition synchronization | 00:00:07.2790726 | batchy
2023-09-29 | 11:45:03.505 | [DBG] | Competition synchronization | 00:00:00.9208017 | batchy
2023-09-29 | 11:45:05.783 | [DBG] | Competition synchronization | 00:00:03.1994849 | batchy
2023-09-29 | 11:45:06.749 | [DBG] | Command finished | 00:00:00.0010000 | batchy
2023-09-29 | 11:45:20.347 | [DBG] | Competition synchronization | 00:00:17.7621970 | batchy
2023-09-29 | 11:45:20.784 | [DBG] | Competition synchronization | 00:00:18.1994109 | batchy
2023-09-29 | 11:45:21.659 | [DBG] | Competition synchronization | 00:00:19.0742589 | batchy
2023-09-29 | 11:45:22.444 | [DBG] | GWS Request | 00:00:14.2508151 | batchy
2023-09-29 | 11:45:22.690 | [DBG] | GWS Request | 00:00:00.2460141 | batchy
2023-09-29 | 11:45:22.940 | [DBG] | GWS Request | 00:00:00.2500143 | batchy
2023-09-29 | 11:45:23.511 | [DBG] | Competition synchronization | 00:00:20.9268533 | batchy
2023-09-29 | 11:45:23.516 | [DBG] | Competition synchronization | 00:00:20.9320106 | batchy
2023-09-29 | 11:45:23.523 | [DBG] | Competition synchronization | 00:00:20.9384949 | batchy
2023-09-29 | 11:45:24.006 | [DBG] | Competition synchronization | 00:00:12.3600848 | batchy
2023-09-29 | 11:45:24.505 | [INF] | Available programs | 00:00:10.2126473 | batchy
2023-09-29 | 11:45:24.511 | [DBG] | Competition synchronization | 00:00:21.9263690 | batchy
2023-09-29 | 11:45:24.515 | [DBG] | Competition synchronization | 00:00:21.9306309 | batchy
2023-09-29 | 11:45:24.526 | [DBG] | Competition synchronization | 00:00:21.9427470 | batchy
2023-09-29 | 11:45:24.529 | [DBG] | Competition synchronization | 00:00:21.9449489 | batchy
2023-09-29 | 11:45:24.534 | [DBG] | Competition synchronization | 00:00:21.9490834 | batchy
2023-09-29 | 11:45:24.974 | [DBG] | Competition synchronization | 00:00:18.2251676 | batchy
2023-09-29 | 11:45:24.974 | [DBG] | Competition synchronization | 00:00:22.3895391 | batchy
2023-09-29 | 11:45:24.977 | [DBG] | Competition synchronization | 00:00:22.3922636 | batchy
2023-09-29 | 11:45:24.980 | [DBG] | Competition synchronization | 00:00:22.3948148 | batchy
2023-09-29 | 11:45:29.505 | [DBG] | Competition synchronization | 00:00:00.5015666 | batchy
2023-09-29 | 11:45:29.888 | [INF] | Duplicate SynchronizeCompetitionCommand | 00:00:00.8830506 | batchy
2023-09-29 | 11:45:29.889 | [DBG] | Command finished | 00:00:00.0030002 | batchy
2023-09-29 | 11:45:32.753 | [DBG] | Competition synchronization | 00:00:02.8647643 | batchy
2023-09-29 | 11:45:34.128 | [DBG] | Competition synchronization | 00:00:04.2396919 | batchy
2023-09-29 | 11:45:34.983 | [INF] | Duplicate SynchronizeCurrentCompetitionsCommand | 00:00:05.0972916 | batchy
2023-09-29 | 11:45:35.066 | [DBG] | Competition synchronization | 00:00:05.1772183 | batchy
2023-09-29 | 11:45:36.981 | [DBG] | Competition synchronization | 00:00:07.0922256 | batchy
2023-09-29 | 11:45:36.986 | [DBG] | Competition synchronization | 00:00:07.0973640 | batchy
2023-09-29 | 11:45:36.992 | [DBG] | Competition synchronization | 00:00:07.1035513 | batchy
2023-09-29 | 11:45:36.993 | [DBG] | Competition synchronization | 00:00:07.1047994 | batchy
2023-09-29 | 11:45:36.999 | [DBG] | Competition synchronization | 00:00:07.1104983 | batchy
2023-09-29 | 11:45:37.002 | [DBG] | Competition synchronization | 00:00:07.1134215 | batchy
2023-09-29 | 11:45:37.010 | [DBG] | Competition synchronization | 00:00:07.1229007 | batchy
2023-09-29 | 11:45:37.013 | [DBG] | Competition synchronization | 00:00:07.1246767 | batchy
2023-09-29 | 11:45:37.017 | [DBG] | Competition synchronization | 00:00:07.1281866 | batchy
2023-09-29 | 11:45:37.020 | [DBG] | Competition synchronization | 00:00:07.1307845 | batchy
2023-09-29 | 11:45:37.022 | [DBG] | Competition synchronization | 00:00:07.1335928 | batchy
2023-09-29 | 11:45:37.025 | [DBG] | Competition synchronization | 00:00:07.1362395 | batchy
2023-09-29 | 11:45:47.913 | [DBG] | Competition synchronization | 00:00:00.8730651 | batchy
2023-09-29 | 11:45:50.192 | [DBG] | Competition synchronization | 00:00:03.1516489 | batchy
2023-09-29 | 11:45:51.567 | [DBG] | Competition synchronization | 00:00:04.5264928 | batchy
2023-09-29 | 11:45:52.504 | [DBG] | Competition synchronization | 00:00:05.4638057 | batchy
2023-09-29 | 11:45:52.952 | [DBG] | GWS Request | 00:00:00.0020002 | batchy
2023-09-29 | 11:45:53.191 | [DBG] | GWS Request | 00:00:00.2390136 | batchy
2023-09-29 | 11:45:53.379 | [DBG] | GWS Request | 00:00:00.1880108 | batchy
2023-09-29 | 11:45:54.482 | [DBG] | Competition synchronization | 00:00:07.4421349 | batchy
2023-09-29 | 11:45:54.487 | [DBG] | Competition synchronization | 00:00:07.4471736 | batchy
2023-09-29 | 11:45:54.493 | [DBG] | Competition synchronization | 00:00:07.4532039 | batchy
2023-09-29 | 11:45:54.495 | [DBG] | Competition synchronization | 00:00:07.4544186 | batchy
2023-09-29 | 11:45:54.500 | [DBG] | Competition synchronization | 00:00:07.4599480 | batchy
2023-09-29 | 11:45:54.503 | [DBG] | Competition synchronization | 00:00:07.4629490 | batchy
2023-09-29 | 11:45:54.511 | [DBG] | Competition synchronization | 00:00:07.4721756 | batchy
2023-09-29 | 11:45:54.514 | [DBG] | Competition synchronization | 00:00:07.4739175 | batchy
2023-09-29 | 11:45:54.517 | [DBG] | Competition synchronization | 00:00:07.4774463 | batchy
2023-09-29 | 11:45:54.520 | [DBG] | Competition synchronization | 00:00:07.4797313 | batchy
2023-09-29 | 11:45:54.523 | [DBG] | Competition synchronization | 00:00:07.4822187 | batchy
2023-09-29 | 11:45:54.525 | [DBG] | Competition synchronization | 00:00:07.4847680 | batchy
2023-09-29 | 11:45:55.007 | [INF] | Available programs | 00:00:00.4970847 | batchy
2023-09-29 | 11:45:59.787 | [DBG] | Command finished | 00:00:00.0010000 | batchy
2023-09-29 | 11:46:01.079 | [INF] | Duplicate SynchronizeAvailableProgramsCommand | 00:00:06.5693757 | batchy
2023-09-29 | 11:46:01.079 | [DBG] | Command finished | 00:00:00.0030001 | batchy
2023-09-29 | 11:46:02.038 | [DBG] | Competition synchronization | 00:00:00.9592976 | batchy
2023-09-29 | 11:46:04.473 | [DBG] | Competition synchronization | 00:00:03.3940294 | batchy
2023-09-29 | 11:46:04.528 | [INF] | Duplicate SynchronizeCurrentCompetitionsCommand | 00:00:03.4521974 | batchy
2023-09-29 | 11:46:05.411 | [DBG] | Competition synchronization | 00:00:04.3313343 | batchy
2023-09-29 | 11:46:05.880 | [DBG] | Competition synchronization | 00:00:04.7999667 | batchy
2023-09-29 | 11:46:06.849 | [DBG] | Competition synchronization | 00:00:05.7687814 | batchy
2023-09-29 | 11:46:08.795 | [DBG] | Competition synchronization | 00:00:07.7153919 | batchy
2023-09-29 | 11:46:08.800 | [DBG] | Competition synchronization | 00:00:07.7206747 | batchy
2023-09-29 | 11:46:08.806 | [DBG] | Competition synchronization | 00:00:07.7267404 | batchy
2023-09-29 | 11:46:08.809 | [DBG] | Competition synchronization | 00:00:07.7296268 | batchy
2023-09-29 | 11:46:08.812 | [DBG] | Competition synchronization | 00:00:07.7321359 | batchy
2023-09-29 | 11:46:08.818 | [DBG] | Competition synchronization | 00:00:07.7375795 | batchy
2023-09-29 | 11:46:08.820 | [DBG] | Competition synchronization | 00:00:07.7415787 | batchy
2023-09-29 | 11:46:08.823 | [DBG] | Competition synchronization | 00:00:07.7434138 | batchy
2023-09-29 | 11:46:08.826 | [DBG] | Competition synchronization | 00:00:07.7468729 | batchy
2023-09-29 | 11:46:08.829 | [DBG] | Competition synchronization | 00:00:07.7490771 | batchy
2023-09-29 | 11:46:08.832 | [DBG] | Competition synchronization | 00:00:07.7516218 | batchy
2023-09-29 | 11:46:15.917 | [DBG] | GWS Request | 00:00:00.3500200 | batchy
2023-09-29 | 11:46:15.917 | [INF] | Send Bill | 00:00:00.3504463 | batchy
2023-09-29 | 11:46:19.505 | [DBG] | GWS Request | 00:00:00.2820161 | batchy
2023-09-29 | 11:46:19.505 | [INF] | Send Bill | 00:00:00.2823565 | batchy
2023-09-29 | 11:46:19.757 | [DBG] | Competition synchronization | 00:00:00.9193363 | batchy
2023-09-29 | 11:46:21.897 | [DBG] | Command finished | 00:00:00.0010001 | batchy
2023-09-29 | 11:46:22.161 | [DBG] | Competition synchronization | 00:00:03.3226314 | batchy
2023-09-29 | 11:46:23.099 | [DBG] | Competition synchronization | 00:00:04.2600808 | batchy
2023-09-29 | 11:46:23.388 | [DBG] | GWS Request | 00:00:00.0020001 | batchy
2023-09-29 | 11:46:23.599 | [DBG] | Competition synchronization | 00:00:04.7601161 | batchy
2023-09-29 | 11:46:23.662 | [DBG] | GWS Request | 00:00:00.2730157 | batchy
2023-09-29 | 11:46:23.881 | [DBG] | GWS Request | 00:00:00.2190125 | batchy
2023-09-29 | 11:46:24.568 | [DBG] | Competition synchronization | 00:00:05.7287227 | batchy
2023-09-29 | 11:46:26.389 | [DBG] | Competition synchronization | 00:00:07.5501728 | batchy
2023-09-29 | 11:46:26.394 | [DBG] | Competition synchronization | 00:00:07.5551799 | batchy
2023-09-29 | 11:46:26.465 | [DBG] | Competition synchronization | 00:00:07.6259298 | batchy
2023-09-29 | 11:46:26.468 | [DBG] | Competition synchronization | 00:00:07.6284498 | batchy
2023-09-29 | 11:46:26.880 | [DBG] | Competition synchronization | 00:00:02.2917060 | batchy
2023-09-29 | 11:46:27.383 | [INF] | Available programs | 00:00:02.3753042 | batchy
2023-09-29 | 11:46:27.388 | [DBG] | Competition synchronization | 00:00:08.5487866 | batchy
2023-09-29 | 11:46:27.404 | [DBG] | Competition synchronization | 00:00:08.5654305 | batchy
2023-09-29 | 11:46:27.406 | [DBG] | Competition synchronization | 00:00:08.5675911 | batchy
2023-09-29 | 11:46:27.410 | [DBG] | Competition synchronization | 00:00:08.5712967 | batchy
2023-09-29 | 11:46:27.882 | [DBG] | Competition synchronization | 00:00:05.9844563 | batchy
2023-09-29 | 11:46:27.884 | [DBG] | Competition synchronization | 00:00:09.0452350 | batchy
2023-09-29 | 11:46:27.887 | [DBG] | Competition synchronization | 00:00:09.0476451 | batchy
2023-09-29 | 11:46:27.889 | [DBG] | Competition synchronization | 00:00:09.0500613 | batchy
2023-09-29 | 11:46:32.380 | [DBG] | Competition synchronization | 00:00:00.4896678 | batchy
2023-09-29 | 11:46:37.849 | [DBG] | Competition synchronization | 00:00:00.4651838 | batchy
2023-09-29 | 11:46:43.351 | [DBG] | Competition synchronization | 00:00:00.4948335 | batchy
2023-09-29 | 11:46:48.787 | [DBG] | Competition synchronization | 00:00:00.4415850 | batchy
2023-09-29 | 11:46:48.800 | [DBG] | GWS Request | 00:00:00.3860221 | batchy
2023-09-29 | 11:46:48.800 | [DBG] | Request Voucher | 00:00:00.3869606 | batchy
2023-09-29 | 11:46:49.974 | [DBG] | GWS Request | 00:00:00.3400194 | batchy
2023-09-29 | 11:46:49.975 | [DBG] | Send Type | 00:00:00.7271067 | batchy
2023-09-29 | 11:46:49.975 | [DBG] | Command finished | 00:00:01.5740900 | batchy
2023-09-29 | 11:46:53.886 | [DBG] | GWS Request | 00:00:00.0030002 | batchy
2023-09-29 | 11:46:54.131 | [DBG] | GWS Request | 00:00:00.2450140 | batchy
2023-09-29 | 11:46:54.412 | [DBG] | GWS Request | 00:00:00.2810161 | batchy
2023-09-29 | 11:47:38.027 | [DBG] | GWS Request | 00:00:13.6137787 | batchy
2023-09-29 | 11:47:38.258 | [DBG] | GWS Request | 00:00:00.2310132 | batchy
2023-09-29 | 11:47:38.508 | [DBG] | GWS Request | 00:00:00.2500143 | batchy
2023-09-29 | 11:47:50.230 | [DBG] | Competition synchronization | 00:00:00.9559170 | batchy
2023-09-29 | 11:47:52.712 | [DBG] | Competition synchronization | 00:00:03.4374240 | batchy
2023-09-29 | 11:47:54.227 | [DBG] | Competition synchronization | 00:00:04.9532217 | batchy
2023-09-29 | 11:47:55.133 | [DBG] | Competition synchronization | 00:00:05.8592095 | batchy
2023-09-29 | 11:47:57.221 | [DBG] | Competition synchronization | 00:00:07.9467427 | batchy
2023-09-29 | 11:47:57.226 | [DBG] | Competition synchronization | 00:00:07.9524223 | batchy
2023-09-29 | 11:47:57.233 | [DBG] | Competition synchronization | 00:00:07.9587003 | batchy
2023-09-29 | 11:47:57.234 | [DBG] | Competition synchronization | 00:00:07.9599245 | batchy
2023-09-29 | 11:47:57.240 | [DBG] | Competition synchronization | 00:00:07.9656029 | batchy
2023-09-29 | 11:47:57.242 | [DBG] | Competition synchronization | 00:00:07.9681226 | batchy
2023-09-29 | 11:47:57.251 | [DBG] | Competition synchronization | 00:00:07.9776868 | batchy
2023-09-29 | 11:47:57.253 | [DBG] | Competition synchronization | 00:00:07.9794301 | batchy
2023-09-29 | 11:47:57.257 | [DBG] | Competition synchronization | 00:00:07.9829696 | batchy
2023-09-29 | 11:47:57.259 | [DBG] | Competition synchronization | 00:00:07.9850866 | batchy
2023-09-29 | 11:47:57.262 | [DBG] | Competition synchronization | 00:00:07.9875122 | batchy
2023-09-29 | 11:47:57.264 | [DBG] | Competition synchronization | 00:00:07.9900922 | batchy
2023-09-29 | 11:48:08.518 | [DBG] | GWS Request | 00:00:00.0030002 | batchy
2023-09-29 | 11:48:08.790 | [DBG] | GWS Request | 00:00:00.2720155 | batchy
2023-09-29 | 11:48:09.009 | [DBG] | GWS Request | 00:00:00.2190126 | batchy
2023-09-29 | 11:48:39.015 | [DBG] | GWS Request | 00:00:00.0030001 | batchy
2023-09-29 | 11:48:39.260 | [DBG] | GWS Request | 00:00:00.2450141 | batchy
2023-09-29 | 11:48:39.509 | [DBG] | GWS Request | 00:00:00.2490142 | batchy
2023-09-29 | 11:49:09.514 | [DBG] | GWS Request | 00:00:00.0030002 | batchy
2023-09-29 | 11:49:09.729 | [DBG] | GWS Request | 00:00:00.2150123 | batchy
2023-09-29 | 11:49:09.979 | [DBG] | GWS Request | 00:00:00.2500143 | batchy
2023-09-29 | 11:49:52.581 | [DBG] | GWS Request | 00:00:12.5867199 | batchy
2023-09-29 | 11:49:52.825 | [DBG] | GWS Request | 00:00:00.2440140 | batchy
2023-09-29 | 11:49:53.013 | [DBG] | GWS Request | 00:00:00.1880107 | batchy
2023-09-29 | 11:50:23.020 | [DBG] | GWS Request | 00:00:00.0020001 | batchy
2023-09-29 | 11:50:23.232 | [DBG] | GWS Request | 00:00:00.2110121 | batchy
2023-09-29 | 11:50:23.482 | [DBG] | GWS Request | 00:00:00.2500143 | batchy
2023-09-29 | 11:50:53.488 | [DBG] | GWS Request | 00:00:00.0030001 | batchy
2023-09-29 | 11:50:53.733 | [DBG] | GWS Request | 00:00:00.2450141 | batchy
2023-09-29 | 11:50:53.983 | [DBG] | GWS Request | 00:00:00.2500143 | batchy
2023-09-29 | 11:51:23.987 | [DBG] | GWS Request | 00:00:00.0030002 | batchy
2023-09-29 | 11:51:24.234 | [DBG] | GWS Request | 00:00:00.2470141 | batchy
2023-09-29 | 11:51:24.484 | [DBG] | GWS Request | 00:00:00.2500143 | batchy
2023-09-29 | 11:52:08.139 | [DBG] | GWS Request | 00:00:13.6417803 | batchy
2023-09-29 | 11:52:08.329 | [DBG] | GWS Request | 00:00:00.1900108 | batchy
2023-09-29 | 11:52:08.579 | [DBG] | GWS Request | 00:00:00.2500143 | batchy
2023-09-29 | 11:52:38.586 | [DBG] | GWS Request | 00:00:00.0030002 | batchy
2023-09-29 | 11:52:38.799 | [DBG] | GWS Request | 00:00:00.2130122 | batchy
2023-09-29 | 11:52:39.050 | [DBG] | GWS Request | 00:00:00.2510143 | batchy
2023-09-29 | 11:52:58.131 | [DBG] | Competition synchronization | 00:00:00.8660408 | batchy
2023-09-29 | 11:53:00.566 | [DBG] | Competition synchronization | 00:00:03.3005655 | batchy
2023-09-29 | 11:53:02.034 | [DBG] | Competition synchronization | 00:00:04.7691895 | batchy
2023-09-29 | 11:53:02.925 | [DBG] | Competition synchronization | 00:00:05.6602312 | batchy
2023-09-29 | 11:53:04.904 | [DBG] | Competition synchronization | 00:00:07.6378604 | batchy
2023-09-29 | 11:53:04.909 | [DBG] | Competition synchronization | 00:00:07.6429616 | batchy
2023-09-29 | 11:53:04.915 | [DBG] | Competition synchronization | 00:00:07.6486886 | batchy
2023-09-29 | 11:53:04.916 | [DBG] | Competition synchronization | 00:00:07.6498521 | batchy
2023-09-29 | 11:53:04.921 | [DBG] | Competition synchronization | 00:00:07.6554004 | batchy
2023-09-29 | 11:53:04.924 | [DBG] | Competition synchronization | 00:00:07.6581135 | batchy
2023-09-29 | 11:53:04.933 | [DBG] | Competition synchronization | 00:00:07.6677782 | batchy
2023-09-29 | 11:53:04.936 | [DBG] | Competition synchronization | 00:00:07.6698265 | batchy
2023-09-29 | 11:53:04.939 | [DBG] | Competition synchronization | 00:00:07.6735101 | batchy
2023-09-29 | 11:53:04.942 | [DBG] | Competition synchronization | 00:00:07.6761049 | batchy
2023-09-29 | 11:53:04.945 | [DBG] | Competition synchronization | 00:00:07.6787455 | batchy
2023-09-29 | 11:53:04.948 | [DBG] | Competition synchronization | 00:00:07.6813733 | batchy
2023-09-29 | 11:53:09.054 | [DBG] | GWS Request | 00:00:00.0030002 | batchy
2023-09-29 | 11:53:09.301 | [DBG] | GWS Request | 00:00:00.2470141 | batchy
2023-09-29 | 11:53:09.551 | [DBG] | GWS Request | 00:00:00.2500143 | batchy
2023-09-29 | 11:53:39.568 | [DBG] | GWS Request | 00:00:00.0030002 | batchy
2023-09-29 | 11:53:39.740 | [DBG] | GWS Request | 00:00:00.1720098 | batchy
2023-09-29 | 11:53:39.958 | [DBG] | GWS Request | 00:00:00.2180125 | batchy
2023-09-29 | 11:54:22.556 | [DBG] | GWS Request | 00:00:12.5877199 | batchy
2023-09-29 | 11:54:22.772 | [DBG] | GWS Request | 00:00:00.2160124 | batchy
2023-09-29 | 11:54:23.022 | [DBG] | GWS Request | 00:00:00.2500143 | batchy
2023-09-29 | 11:54:53.028 | [DBG] | GWS Request | 00:00:00.0030001 | batchy
2023-09-29 | 11:54:53.242 | [DBG] | GWS Request | 00:00:00.2140123 | batchy
2023-09-29 | 11:54:53.492 | [DBG] | GWS Request | 00:00:00.2500143 | batchy
2023-09-29 | 11:55:23.495 | [DBG] | GWS Request | 00:00:00.0030002 | batchy
2023-09-29 | 11:55:23.742 | [DBG] | GWS Request | 00:00:00.2470141 | batchy
2023-09-29 | 11:55:23.992 | [DBG] | GWS Request | 00:00:00.2500143 | batchy
2023-09-29 | 11:55:54.009 | [DBG] | GWS Request | 00:00:00.0030002 | batchy
2023-09-29 | 11:55:54.212 | [DBG] | GWS Request | 00:00:00.2030116 | batchy
